radio_frequency,B_field,capture_rad,ang_class,dist_from_obs_ly,star1_redshift,luminosity,star2_redshift,ext_temp,b_class,target
30.41490589,2.39E-09,9.474205529,alpha,17.77955522,24.05543945,6237.993588,27.83495256,28.19232224,3,Zeta Draconis
40.98206863,3.32E-09,20.22063246,alpha,29.59240338,,,25.31220655,33.49245168,3,Zeta Draconis
28.18135423,3.50E-09,43.00467433,alpha,41.98677339,41.94255153,6237.993588,25.94460634,17.55133937,2,Zeta Draconis
38.95117941,2.97E-09,25.75435394,alpha,,,6588.410527,28.23572755,36.50026392,3,Gamma Saggita
20.5557323,4.45E-09,19.30552847,alpha,25.59093678,21.86677611,6237.993588,40.62301756,35.61803112,3,Zeta Draconis
41.75037802,3.85E-09,19.24676685,alpha,14.06099355,22.353874,6537.198021,17.91386256,27.2136655,2,Gamma Saggita
37.68546354,,18.48942235,alpha,42.92733226,31.56514663,2889.464128,27.2071345,24.41215757,3,Beta Eioneous
36.17272288,4.28E-09,27.06306713,alpha,42.60869138,35.84081838,3846.403547,32.76796229,27.93345853,3,Beta Eioneous
20.18131579,3.59E-09,28.46152378,alpha,30.61815437,35.08755385,2969.713319,40.62301756,33.49245168,,Beta Eioneous
41.94664523,4.45E-09,19.79412502,alpha,33.52680485,34.96290218,2399.432212,21.97554519,22.66615988,2,Beta Eioneous
23.96424316,,17.18417721,alpha,33.67600903,23.68786934,4362.492598,29.1008052,30.95024457,2,Zeta Draconis
24.54323274,3.77E-09,43.00467433,alpha,19.01224002,29.75973652,4610.926604,30.76540448,27.45500873,1,Alpha Boreas
31.45534572,,19.65307426,alpha,,8.912222065,3958.34635,16.52775813,29.53802744,3,Zeta Draconis
33.67699974,4.45E-09,31.78027125,alpha,30.30055279,39.81117105,2988.543305,40.62301756,33.49245168,2,Beta Eioneous
39.57598035,3.83E-09,24.75398847,alpha,49.43189698,41.50762551,3328.460612,25.58405507,14.98879923,3,Beta Eioneous
28.99867418,,6.618080615,alpha,41.98677339,19.05557919,6237.993588,22.57948828,34.2146552,3,Zeta Draconis
27.34544918,4.37E-09,17.90759801,alpha,13.17459138,,3819.180381,40.62301756,30.51241849,3,Zeta Draconis
38.61094111,4.57E-09,26.97720147,alpha,36.48755475,39.33622072,3924.400274,15.49319464,25.82605554,2,Beta Eioneous
,3.83E-09,20.56674326,,27.35202998,17.90794645,3880.758765,35.91929811,28.54953511,2,Zeta Draconis
33.31366402,3.50E-09,18.42653167,alpha,,30.25950538,6274.148955,30.14871814,27.51318405,3,Gamma Saggita
16.59851135,2.65E-09,35.46054477,alpha,38.97798217,20.25785612,5174.805151,37.65230606,18.88219285,3,Alpha Hemithea
24.45559758,3.56E-09,18.32780336,alpha,41.98677339,38.68655416,,33.470174,30.27676514,3,Alpha Boreas
20.18131579,3.48E-09,17.47442836,alpha,30.33237117,45.93591674,,21.79376266,23.76148582,3,Beta Eioneous
20.18131579,4.23E-09,24.62532045,,34.15596548,40.07856328,2964.898919,21.6453824,20.05260201,3,Beta Eioneous
28.68944268,3.47E-09,25.97891739,alpha,20.44890655,36.00254632,3875.623006,22.22211988,17.98525338,3,Alpha Boreas
24.5866019,,,alpha,34.73270712,41.94255153,,30.48554045,18.91391886,2,Alpha Hemithea
17.67175753,2.95E-09,33.66580954,alpha,27.72865044,41.94255153,4973.122525,40.13683391,15.02085164,2,Alpha Hemithea
18.99513346,4.45E-09,49.36258986,alpha,39.18879065,28.29319264,5587.627585,37.14670734,15.28452248,3,Alpha Hemithea
40.50590909,4.45E-09,43.00467433,alpha,28.09851206,35.04360855,5567.624426,18.36168234,16.71828181,2,Gamma Saggita
44.16633131,4.37E-09,16.78791952,alpha,41.98677339,14.68643676,3365.580417,32.75584641,16.51972049,3,Zeta Draconis
22.61458954,3.89E-09,19.59272342,alpha,41.98677339,41.94255153,3911.260411,35.48449001,23.92209089,2,Zeta Draconis
41.31752917,4.45E-09,28.93870884,alpha,23.60806865,28.23450416,2818.571131,26.44796341,12.87313755,2,Gamma Saggita
45.5310637,3.32E-09,17.47442836,alpha,35.53650594,37.66965034,4768.293564,13.92597493,33.49245168,3,Beta Eioneous
38.19602629,4.21E-09,17.47442836,alpha,40.73711768,35.91678978,4213.734799,16.90883421,,2,Beta Eioneous
39.17308854,3.89E-09,5.971309511,alpha,26.07680087,41.94255153,5449.650124,30.66962348,19.29680735,1,Gamma Saggita
17.66589825,3.34E-09,36.37118775,alpha,35.31345386,28.75284119,5349.6747,40.60062665,24.12204216,3,Alpha Hemithea
19.39460817,3.62E-09,44.53147552,alpha,26.85459201,23.16020559,5314.171892,32.61623505,25.19266785,3,Alpha Hemithea
29.27324705,3.65E-09,20.9937861,alpha,19.58180638,23.73459083,6237.993588,32.55863408,33.92993888,3,Zeta Draconis
30.79464956,2.67E-09,25.98301885,alpha,42.33489346,38.46828811,3928.165015,16.02151081,27.78997329,2,Beta Eioneous
32.82699783,2.62E-09,26.48592087,alpha,20.70219849,29.15068729,4141.363505,26.2636426,17.29158035,2,Alpha Boreas
28.49680827,3.80E-09,24.52306965,alpha,37.95978592,43.85391529,3346.442502,20.82282623,22.45255841,2,Beta Eioneous
21.08482253,2.79E-09,35.82301853,alpha,42.30755228,41.94255153,5784.968686,36.61792546,13.28252782,3,Alpha Hemithea
20.18131579,4.07E-09,15.58390248,alpha,33.27662254,41.89653186,4354.886791,21.09863851,17.97103061,2,Beta Eioneous
36.83735618,2.65E-09,43.00467433,alpha,25.75688653,20.03236889,6184.686539,29.15060953,33.49245168,2,Gamma Saggita
16.97964447,,43.00467433,alpha,26.99440017,17.032528,2335.154202,26.15147757,25.77344493,,Zeta Draconis
31.52289368,4.57E-09,15.48883407,alpha,23.04198673,19.33280009,2818.571131,28.88196946,24.4447112,,Zeta Draconis
29.25860797,3.40E-09,18.93234859,alpha,34.08648856,19.10296775,3905.749528,36.55521607,33.33063476,3,Zeta Draconis
40.30167099,4.67E-09,20.99126023,alpha,34.43310048,42.62994291,3175.762365,22.72586068,23.73855385,3,Beta Eioneous
27.38452215,3.51E-09,43.00467433,alpha,26.22142938,21.34313385,2376.371895,27.98005856,,2,Zeta Draconis
39.93585983,3.28E-09,30.73364757,alpha,18.5984974,29.11078624,4283.509551,40.62301756,19.41528618,2,Gamma Saggita
13.63786357,3.27E-09,,alpha,29.54943865,31.1859619,6356.539593,38.47623962,13.05444042,3,Alpha Hemithea
44.16633131,3.34E-09,20.88918845,alpha,27.03341696,27.07528197,4165.389024,33.17393557,18.1570875,2,Alpha Boreas
31.40373253,2.86E-09,20.60353823,alpha,18.76262614,15.81743734,6237.993588,27.47303377,29.82449844,2,Zeta Draconis
24.38087604,3.45E-09,28.54828698,alpha,20.53656008,,5540.572609,36.95653783,24.83411179,1,Alpha Boreas
47.30724839,4.45E-09,,alpha,25.89661152,,6301.148758,29.92949522,25.07739682,2,Gamma Saggita
44.16633131,3.62E-09,24.85142405,alpha,14.96252168,31.27027655,2818.571131,26.57024701,33.49245168,3,Alpha Boreas
41.27604944,3.36E-09,43.00467433,alpha,37.38685651,37.00828256,6237.993588,28.80771382,27.89751441,2,Beta Eioneous
44.16633131,4.45E-09,33.08180468,alpha,37.56926324,32.47476571,4399.04195,27.80394659,15.05527034,2,Alpha Boreas
18.90107749,3.67E-09,27.46412233,alpha,16.58302919,23.12936935,5547.778099,40.62301756,22.50343544,2,Alpha Boreas
30.83816475,3.60E-09,17.47442836,alpha,33.52782018,,4203.406999,19.72790288,19.77590384,2,Beta Eioneous
17.60241527,3.98E-09,32.18017684,alpha,17.44724322,30.93726456,3415.3215,18.77539518,18.12754058,2,Alpha Boreas
29.66938107,4.71E-09,26.67859281,alpha,40.58795347,34.46379726,2552.455684,18.79951745,,2,Beta Eioneous
13.75736511,3.66E-09,43.00467433,alpha,16.16229565,,4092.612648,35.68579013,19.34619124,2,Alpha Boreas
39.08844428,3.84E-09,25.11710688,alpha,39.07209146,44.85008899,1515.620807,20.2662146,14.58130574,2,Beta Eioneous
35.80168433,4.45E-09,32.28438286,alpha,39.49471096,35.78649729,4356.743826,21.116131,33.49245168,2,Beta Eioneous
22.5918101,3.52E-09,20.67721376,alpha,11.05575782,31.79202761,4100.414837,36.63181852,25.48342558,3,Alpha Boreas
,2.95E-09,43.00467433,alpha,41.98677339,29.90713927,4464.333787,20.78665365,30.4936002,1,Gamma Saggita
21.86927017,2.07E-09,26.90244963,alpha,,34.60596714,4022.769016,36.91200465,17.14688514,2,Alpha Boreas
31.64013485,2.31E-09,43.00467433,alpha,10.07843406,28.61171662,4525.886836,,15.74354895,3,Alpha Boreas
23.02579628,3.31E-09,14.15748077,alpha,10.2353408,17.39696434,6237.993588,25.32213671,16.51972049,3,Zeta Draconis
20.18131579,,43.85076265,alpha,27.92032414,32.57963839,5734.801893,45.94721763,,3,Alpha Hemithea
24.37293184,2.75E-09,36.34858615,alpha,27.48409854,20.03236889,4235.0616,31.12636081,14.40395558,3,Alpha Hemithea
15.72105111,3.35E-09,,alpha,34.18684875,18.19789972,5167.62698,43.64658727,33.49245168,2,Alpha Hemithea
44.16633131,2.93E-09,23.6566499,alpha,27.52934553,28.84448813,3225.922516,26.47585395,12.36053142,3,Alpha Boreas
32.54474788,,25.73678938,,25.26833415,27.01520624,4082.105626,35.85998796,30.19176956,2,Zeta Draconis
41.57467773,2.52E-09,33.53317227,alpha,41.98677339,21.81176221,6277.013514,21.47642701,24.45134035,1,Gamma Saggita
52.05161198,2.09E-09,17.47442836,alpha,24.7398502,41.94255153,6811.55929,40.62301756,27.87635774,2,Gamma Saggita
32.17690823,2.70E-09,14.81900816,,,21.99682953,6237.993588,22.79399502,27.7856701,3,Zeta Draconis
23.88990791,3.57E-09,39.71905719,,33.44719789,27.67647383,2818.571131,49.66136995,11.47217689,,Alpha Hemithea
21.06151913,3.32E-09,37.47251549,alpha,30.2941632,22.18366812,,29.8855644,17.10472071,2,Alpha Hemithea
33.55640801,3.39E-09,,alpha,41.98677339,20.59847135,6199.518737,37.49793329,22.05100949,2,Gamma Saggita
45.1608444,4.15E-09,20.26862421,alpha,41.98677339,41.94255153,,40.62301756,30.1527475,2,Gamma Saggita
44.16633131,3.26E-09,24.60301434,alpha,18.69740435,30.29147369,4113.985967,19.18556848,16.89959761,2,Alpha Boreas
22.6278491,3.27E-09,18.95781633,alpha,27.13003489,41.94255153,6237.993588,19.18556848,24.16335978,2,Zeta Draconis
20.18131579,4.42E-09,10.71237817,alpha,17.15223368,23.53683038,2606.143018,19.18556848,16.51972049,3,Zeta Draconis
36.71178266,3.58E-09,43.00467433,alpha,41.98677339,32.52094748,5040.085305,40.62301756,23.79844337,2,Gamma Saggita
20.18131579,3.61E-09,23.38622119,alpha,41.98677339,37.04718413,4280.249605,,33.49245168,2,Alpha Boreas
41.01311369,3.29E-09,31.29682722,,23.90816777,41.94255153,5165.213092,34.29113719,23.42808592,2,Gamma Saggita
38.68730685,3.93E-09,28.91684162,alpha,43.03409341,31.12195643,6237.993588,4.913787478,30.15321393,2,Beta Eioneous
41.73431784,3.47E-09,32.7163696,alpha,19.96362814,33.90126108,5705.383422,30.8245997,22.20680983,,Gamma Saggita
23.11276886,3.62E-09,23.77924764,alpha,41.98677339,,3197.508106,21.05214764,32.85541067,3,Zeta Draconis
34.28407143,3.79E-09,32.13319103,alpha,32.85609378,46.75771331,5689.215968,38.24498719,28.30257134,3,Gamma Saggita
28.28780922,3.25E-09,43.00467433,,30.54444665,22.85900868,1435.893654,36.93902242,,2,Zeta Draconis
24.52043521,2.95E-09,39.1569031,alpha,35.88871029,,,39.46284502,,3,Alpha Hemithea
21.03194285,2.48E-09,42.00618246,alpha,33.93191791,,5147.226328,19.18556848,22.07992878,2,Alpha Hemithea
28.39276238,3.66E-09,39.64850415,alpha,26.12358966,39.32418731,3311.456324,28.10488618,29.57927679,3,Alpha Boreas
37.65517538,3.34E-09,17.47442836,alpha,19.65486175,30.51971595,5889.655665,25.50516632,25.7177686,2,Gamma Saggita
37.53894582,3.30E-09,25.44926431,alpha,14.18222984,41.94255153,5766.347929,30.68661222,25.31193265,2,Gamma Saggita
38.20039162,2.67E-09,23.60212398,alpha,39.3509425,37.10628196,6237.993588,25.65925146,16.091329,2,Beta Eioneous
29.21627874,3.41E-09,19.08697756,alpha,23.93391559,41.94255153,3097.966968,40.62301756,28.73817444,3,Zeta Draconis
44.16633131,3.66E-09,19.37720535,alpha,14.16136654,35.598211,3978.276168,40.62301756,15.11031022,2,Alpha Boreas
38.91768798,3.45E-09,26.90316139,alpha,17.94376452,33.845818,,25.97674558,33.49245168,2,Gamma Saggita
27.40230835,3.37E-09,25.8289647,alpha,19.7721671,20.79753715,2818.571131,20.00425878,34.44147367,3,Zeta Draconis
33.53688136,4.17E-09,17.12154529,alpha,18.8282683,21.67049436,6237.993588,31.20113219,19.2806496,3,Zeta Draconis
24.96532364,,18.24833441,alpha,18.87847126,28.75877327,3810.106915,26.87072285,27.22935331,3,Alpha Boreas
44.16633131,2.13E-09,40.23877675,alpha,36.53480942,19.3928305,2818.571131,34.11978203,24.77571727,2,Alpha Hemithea
20.20703474,,23.90559841,alpha,25.61354413,27.87056142,4250.012104,39.09566982,25.40320365,2,Alpha Boreas
15.94709222,3.28E-09,34.1137891,alpha,23.16920177,41.94255153,,37.40509178,26.06068053,,Alpha Hemithea
31.5775631,3.28E-09,27.68990753,alpha,46.36005066,42.70911444,4034.850273,30.55280973,28.33535531,,Beta Eioneous
31.6727117,4.37E-09,23.33184786,alpha,43.93790008,42.14271061,4029.862216,8.592562126,29.50394708,2,Beta Eioneous
42.43369869,4.45E-09,24.98651221,alpha,19.83138017,28.2360279,5488.956408,40.62301756,26.28744789,3,Gamma Saggita
42.60277415,3.35E-09,32.01082477,alpha,23.31129254,41.94255153,6007.792501,26.02098011,29.50304781,2,Gamma Saggita
33.60561726,3.83E-09,38.18985745,alpha,34.16071482,,6237.993588,20.070231,16.19187643,1,Beta Eioneous
,3.82E-09,26.90456065,alpha,27.02786607,41.74704969,6237.993588,25.60768091,32.21527868,2,Beta Eioneous
28.54314441,3.80E-09,26.15720367,alpha,,38.59103257,5671.142302,27.14944958,18.86106165,3,Alpha Boreas
15.72243788,3.45E-09,36.27619812,alpha,24.87660947,27.67317875,5921.607485,,25.21304202,2,Alpha Hemithea
37.73057994,4.45E-09,27.14173623,,13.81558137,,5491.651472,16.57594321,16.51972049,3,Gamma Saggita
34.24071077,2.83E-09,25.61187735,alpha,24.26421519,22.25268038,4252.647222,30.04805602,23.36393082,3,Alpha Boreas
24.22043336,4.45E-09,31.40935214,alpha,41.98677339,,3854.292486,33.96123383,30.01185476,3,Zeta Draconis
22.10577958,2.90E-09,36.31450974,alpha,34.6210236,41.94255153,5156.847998,,33.49245168,3,Alpha Hemithea
35.84052615,3.39E-09,27.87395873,alpha,19.81072418,38.99756822,5194.206594,34.29986677,29.64888218,2,Alpha Boreas
30.27159633,3.27E-09,42.90837378,alpha,35.99827615,41.94255153,4316.232307,38.03438792,15.21100857,3,Alpha Hemithea
20.18131579,3.61E-09,35.6973235,alpha,40.62783316,36.54463196,4126.278336,40.62301756,24.75300131,2,Beta Eioneous
38.5853638,3.78E-09,43.00467433,alpha,41.98677339,22.00403359,6237.993588,40.62301756,27.90436822,3,Zeta Draconis
27.43265319,2.34E-09,34.54762707,alpha,23.9816081,27.91714921,,40.87404763,19.55788274,2,Alpha Hemithea
38.58285385,2.80E-09,,alpha,,28.03631126,5296.947443,18.29381255,30.05897746,2,Gamma Saggita
36.95610796,3.49E-09,,alpha,23.08473816,27.36020308,6970.80097,,33.41580099,2,Gamma Saggita
44.16633131,,23.4340299,alpha,9.335427362,30.35133257,3271.248934,40.62301756,30.88860407,3,Zeta Draconis
,4.10E-09,34.85566823,,38.74838903,38.35522157,6237.993588,26.63911879,30.73275028,3,Beta Eioneous
27.52192869,3.95E-09,28.98116605,alpha,26.06698852,29.6883757,3848.140774,29.2314746,32.93981342,3,Zeta Draconis
42.58675229,4.22E-09,28.03397709,,37.75106562,,3440.801243,27.72888109,29.30508458,3,Beta Eioneous
43.44817954,3.48E-09,27.29529054,alpha,24.00248337,31.25078522,5478.565833,34.05959393,10.91816993,2,Gamma Saggita
31.52059908,3.76E-09,31.70413087,alpha,38.59719449,35.32008005,3255.427972,40.62301756,25.83106234,3,Beta Eioneous
,4.40E-09,26.30321293,alpha,41.98677339,35.72849189,3165.095799,17.46287232,33.49245168,3,Beta Eioneous
,4.40E-09,45.44038867,alpha,,20.03236889,4131.780662,21.7987849,16.51972049,3,Beta Eioneous
40.5814479,,26.83636419,alpha,,38.78945378,3159.705884,30.0397719,28.9875665,,Beta Eioneous
21.80842157,3.41E-09,37.85255619,alpha,17.15223368,15.90082915,,39.5844109,33.49245168,2,Alpha Hemithea
29.54282324,2.61E-09,26.0430474,alpha,41.98677339,35.22352925,4765.962273,20.46548068,23.92326319,2,Alpha Boreas
17.07303136,2.78E-09,42.50070268,,26.50058599,22.72495635,5942.072152,33.55503852,23.57626285,3,Alpha Hemithea
36.54501081,4.66E-09,27.08676899,alpha,43.33165955,35.67439805,2638.003544,18.21157184,17.23342674,2,Beta Eioneous
37.55453022,4.45E-09,24.24250822,alpha,25.44078802,31.37457158,4522.776044,40.62301756,27.67266325,2,Gamma Saggita
20.03388478,3.30E-09,42.00301748,alpha,40.80756428,41.94255153,5081.230782,31.05443265,16.34757737,3,Alpha Hemithea
36.92969268,2.99E-09,28.34819796,alpha,,,6028.231634,22.97700717,29.29054501,2,Gamma Saggita
28.25796685,2.98E-09,,alpha,23.29662078,34.84033685,3398.883755,28.79552535,33.49245168,2,Alpha Boreas
31.57887844,,26.60794247,alpha,,23.90229784,4657.218238,27.11640754,22.02875054,2,Alpha Boreas
41.79366246,3.89E-09,27.26702743,alpha,17.25419928,28.4188694,4750.088023,21.31326538,23.30919816,2,Gamma Saggita
41.25169016,3.81E-09,25.34296503,alpha,,27.52921762,6415.756921,,33.2189666,2,Gamma Saggita
22.6893836,,43.00467433,alpha,25.1275415,35.67159318,5021.787451,21.29200418,16.95300729,,Alpha Boreas
30.78569533,3.01E-09,17.67708444,,41.98677339,18.56240247,3409.327471,21.51691985,,2,Zeta Draconis
30.6393486,3.34E-09,20.10814664,alpha,11.39492525,23.48211393,3208.952108,35.90081137,24.4790047,2,Zeta Draconis
22.88448731,4.45E-09,20.40432315,alpha,19.41704294,17.88104532,4054.536461,19.18556848,34.92171578,3,Zeta Draconis
30.86570886,3.31E-09,,alpha,18.02431303,19.61023109,2878.916543,26.35757247,25.78841962,3,Zeta Draconis
38.20975708,4.65E-09,17.66246289,alpha,37.66118804,43.13194641,6237.993588,26.4323721,24.92077633,2,Beta Eioneous
44.16633131,3.31E-09,43.56261277,alpha,39.59968954,29.16744274,4303.478438,36.18962717,33.49245168,3,Alpha Hemithea
31.93152201,4.45E-09,17.47442836,,16.59082302,30.64056865,3320.574427,40.62301756,22.8163529,3,Zeta Draconis
40.84824837,4.07E-09,25.3282597,alpha,33.10504194,39.66759186,3247.424561,15.84924203,31.62485848,3,Beta Eioneous
22.85362178,2.73E-09,36.94514071,alpha,39.28019014,31.61157068,2818.571131,40.54426119,16.51972049,,Alpha Hemithea
23.16918613,3.88E-09,23.56481164,,29.16573304,16.02864406,6237.993588,40.62301756,19.97066699,3,Zeta Draconis
41.36235911,4.45E-09,26.58492477,alpha,39.14725527,36.01932361,1954.903536,18.15218305,25.01310454,3,Beta Eioneous
18.08605947,,25.55482689,alpha,24.02445356,,6237.993588,20.97970031,28.53838494,3,Zeta Draconis
39.56956926,4.45E-09,34.27379114,alpha,37.70189251,41.74686458,,16.20661851,24.40995418,2,Beta Eioneous
37.55070771,3.39E-09,24.90957123,alpha,26.07940133,42.9344528,,18.36323899,19.93136281,2,Beta Eioneous
21.85255606,3.60E-09,43.14773473,alpha,40.82523412,41.94255153,4770.500197,34.98437472,22.73073323,2,Alpha Hemithea
36.62606328,4.15E-09,20.25387293,alpha,25.96785982,18.16032376,6237.993588,30.80208544,29.48443328,2,Zeta Draconis
45.35702717,3.92E-09,25.6817937,alpha,38.29324622,41.9384627,3437.020015,21.36901283,18.69578503,2,Beta Eioneous
44.16633131,4.47E-09,43.00467433,alpha,39.91449096,39.48673727,3022.48045,14.72918076,29.26450105,2,Beta Eioneous
21.04992784,4.45E-09,31.50989389,alpha,41.28580502,23.30693045,3962.163732,27.6693251,25.15067803,3,Alpha Hemithea
,3.85E-09,43.00467433,alpha,41.98677339,33.76560042,3283.486058,,17.52405932,2,Alpha Boreas
31.86517459,3.34E-09,33.96459311,alpha,35.86485967,,6237.993588,18.69529802,23.28966946,2,Beta Eioneous
22.07520867,4.45E-09,37.70727659,alpha,17.15223368,28.42867569,3930.68576,37.17440898,25.6020938,2,Alpha Hemithea
36.10170043,2.67E-09,33.85267178,alpha,25.18405372,27.21705116,4625.78176,19.94252715,33.49245168,3,Gamma Saggita
24.86302804,2.67E-09,25.19934879,alpha,13.14141408,23.64278293,6237.993588,28.50127058,23.89903952,2,Alpha Boreas
24.45224831,3.83E-09,18.4058832,alpha,41.98677339,27.33101263,4690.149636,29.04650723,16.51972049,2,Zeta Draconis
44.16633131,2.89E-09,15.87814953,alpha,41.98677339,9.582172581,3878.836834,,32.52408504,3,Zeta Draconis
21.63535244,1.71E-09,44.02167533,alpha,39.30908459,22.81028739,5110.416431,,22.54278477,2,Alpha Hemithea
22.03251179,3.26E-09,40.57526704,alpha,34.08790634,28.01621948,5720.75543,37.98551415,,2,Alpha Hemithea
33.36090562,3.88E-09,26.97269271,alpha,23.86617631,41.94255153,6237.993588,40.62301756,29.47200482,3,Zeta Draconis
36.49498366,3.56E-09,23.72585665,alpha,,20.03236889,,8.965755097,13.89733447,3,Beta Eioneous
38.04899693,3.93E-09,34.1319065,alpha,,41.95986121,3322.918034,40.62301756,23.94386245,1,Beta Eioneous
16.48870214,3.36E-09,41.16068711,alpha,38.87275315,22.01799275,4738.561534,30.22848176,19.72386689,2,Alpha Hemithea
44.16633131,3.96E-09,32.6971139,alpha,37.63312107,41.62335856,2818.791241,10.31593611,23.31823795,,Beta Eioneous
36.13488861,3.37E-09,36.29498347,alpha,41.38435568,20.03236889,4056.040912,18.57819085,14.36969493,2,Beta Eioneous
37.79593378,4.63E-09,27.61575754,alpha,17.15223368,42.10104126,3241.800136,17.65944727,13.85560813,2,Beta Eioneous
24.85887891,4.45E-09,25.66907865,alpha,18.40472922,27.76989819,,32.36860441,30.4955005,3,Alpha Boreas
28.20426604,2.92E-09,18.25337919,alpha,41.98677339,32.40988249,6237.993588,25.87740787,30.34833924,,Zeta Draconis
,3.49E-09,25.16954151,,18.64763369,17.17586268,3886.449313,17.12036911,31.32438734,3,Zeta Draconis
20.18131579,4.03E-09,24.3387204,alpha,24.00667758,35.52640668,,23.02984923,22.55933647,3,Beta Eioneous
32.80936062,3.92E-09,9.148732201,,27.7595585,33.96830499,,19.18556848,34.80201176,3,Zeta Draconis
40.38101839,4.08E-09,23.39607407,,41.98677339,22.51462846,5470.262032,19.18556848,33.49245168,2,Gamma Saggita
20.18131579,4.05E-09,23.7012412,alpha,44.03608711,37.60515478,2011.315296,19.18556848,33.49245168,2,Beta Eioneous
,2.81E-09,,alpha,34.00104618,18.10448166,5874.549478,37.36327652,24.63547181,2,Alpha Hemithea
20.18131579,4.45E-09,43.00467433,alpha,17.01157143,38.63503415,5119.138808,30.4324913,29.94611019,2,Alpha Boreas
12.50329603,2.49E-09,51.88026821,alpha,39.90451757,18.97298085,,39.48188625,19.39236234,2,Alpha Hemithea
45.76584661,3.41E-09,31.87178551,alpha,,41.94255153,2727.637616,20.7943466,30.24938737,2,Beta Eioneous
37.32371511,,17.47442836,alpha,45.9785648,45.47354137,6237.993588,22.05298572,22.23794385,2,Beta Eioneous
39.27650852,4.43E-09,29.14935092,alpha,27.23142869,39.24893468,2870.227132,22.67553588,18.62219561,2,Beta Eioneous
21.33407052,4.45E-09,18.21948448,alpha,28.4868072,,2967.79997,30.31375482,32.20560369,3,Zeta Draconis
39.13604015,4.45E-09,27.37736931,alpha,16.85607505,19.99998058,5878.688228,26.11921927,31.77912323,2,Gamma Saggita
20.18131579,2.67E-09,25.68013258,alpha,35.100258,38.9806708,3137.395673,20.57781462,17.80061785,2,Beta Eioneous
30.49030539,4.69E-09,,alpha,27.5203218,30.13359315,3329.023891,40.62301756,26.03575409,2,Beta Eioneous
39.51404878,3.46E-09,43.00467433,alpha,23.80539015,22.73649969,3295.621611,19.18556848,23.3199597,3,Zeta Draconis
,2.94E-09,,alpha,,35.16974714,3961.573024,,14.64814595,2,Gamma Saggita
39.48496959,4.45E-09,31.97534823,alpha,25.87292218,41.94255153,2818.571131,33.00594159,19.8167237,3,Gamma Saggita
,3.23E-09,25.05515605,alpha,15.76496417,41.94255153,6237.993588,17.62800743,17.18013371,3,Zeta Draconis
32.14542522,3.00E-09,11.52677647,alpha,23.89036599,30.95247119,3422.03821,,4.525538276,2,Alpha Boreas
20.66005199,,20.1971875,alpha,25.07736116,37.66602994,4083.269885,33.48724352,16.51972049,2,Alpha Boreas
21.29439371,4.01E-09,27.8357185,alpha,25.72913276,14.32231548,2058.822529,21.04109616,26.14941186,3,Zeta Draconis
36.53610636,2.73E-09,20.6946724,alpha,41.98677339,28.34928757,6349.531766,30.10696251,25.18396618,3,Gamma Saggita
20.95926377,4.45E-09,43.55946891,alpha,45.71178326,30.19421213,4984.418848,35.35174221,22.37947661,2,Alpha Hemithea
24.8150513,3.27E-09,17.47442836,alpha,14.03619902,35.59733284,4290.824746,28.65596252,18.74328556,2,Alpha Boreas
33.778744,2.67E-09,19.49166537,alpha,17.15223368,39.50651664,3394.035824,40.62301756,18.30368585,3,Beta Eioneous
44.16633131,3.61E-09,24.15670751,alpha,15.14805892,38.04904921,4009.757299,27.19427961,23.57226408,2,Alpha Boreas
39.87507646,2.97E-09,,alpha,23.90989589,16.10922161,4409.918855,,35.4091954,3,Zeta Draconis
18.46178938,4.45E-09,,alpha,24.33089508,,3789.596631,27.86803412,,3,Zeta Draconis
31.72184765,3.90E-09,15.70817174,alpha,41.98677339,17.3904837,6237.993588,40.62301756,33.50511319,3,Zeta Draconis
24.82413376,3.46E-09,28.37618292,alpha,24.7740177,,4196.704977,25.44018876,21.88742118,2,Alpha Boreas
44.16633131,3.99E-09,29.01643015,alpha,39.84751085,,3380.063801,17.32791346,18.17853819,2,Beta Eioneous
31.15343411,2.59E-09,26.67645089,alpha,27.06804673,20.03236889,6712.409577,40.62301756,,3,Gamma Saggita
10.17935163,2.67E-09,34.64336735,alpha,38.66960907,28.79361023,5619.323268,36.76437779,24.32037389,2,Alpha Hemithea
29.47225751,3.57E-09,25.25607503,alpha,24.09809434,20.03236889,,40.63863844,17.78739429,2,Alpha Boreas
32.19750148,2.74E-09,28.26876264,alpha,19.51721793,29.55808506,6157.858152,22.52969697,33.49245168,2,Gamma Saggita
,3.34E-09,,alpha,28.95858333,41.94255153,4019.530509,27.99033411,,,Alpha Hemithea
44.16633131,3.65E-09,14.42744998,alpha,27.7510833,12.03139656,6237.993588,25.28750322,26.07024852,2,Zeta Draconis
37.82199332,4.13E-09,27.04375118,alpha,17.15223368,35.96124828,3792.236997,18.16132689,32.60837147,2,Beta Eioneous
45.16288881,4.45E-09,27.63113725,alpha,38.33352454,42.13899447,4114.180395,14.29655958,26.10133626,2,Beta Eioneous
39.41629427,4.45E-09,32.81946319,alpha,19.01728075,36.73181328,2818.571131,27.4600544,36.78976871,2,Gamma Saggita
40.13882536,2.85E-09,25.45685745,alpha,18.25501846,21.65285126,6098.0129,19.48310584,27.48237433,2,Gamma Saggita
31.71272923,3.26E-09,17.47442836,alpha,26.39501593,40.03231555,6237.993588,,18.71707817,3,Alpha Boreas
